User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Estimated_Battery_Capacity,Energy_Needed,Avg_Cost_per_kWh,SOC_Delta,Energy_per_%,Estimated_Max_Charging_Power,Charging_Efficiency,Driving Efficiency
User_30,BMW i3,75,Station_438,Chicago,2024-01-02 05:00:00,2024-01-02 07:58:00,56.5932568591493,3.1532572549728,45.8117310024406,33.1320917802477,Afternoon,Friday,29.207671702279,85.0081062406635,186.15573210131,12.3334153738691,0,DC Fast Charger,Casual Driver,75,53.0942462232907,0.585442394006544,55.8004345383845,1.01420817467325,73.3773288758577,0.244592640657617,3.28936241581959
User_31,Chevy Bolt,100,Station_239,New York,2024-01-02 06:00:00,2024-01-02 09:54:00,19.4738005954271,1.43553278726777,7.04393634227925,36.9452729151952,Afternoon,Wednesday,31.3207869795199,78.0566528179462,152.259866990807,8.35290607653481,2,DC Fast Charger,Casual Driver,75,51.5094097653601,1.89717835171172,46.7358658384263,0.416677860698063,73.3773288758577,0.184873943125909,7.8187031979038
User_33,BMW i3,100,Station_198,New York,2024-01-02 08:00:00,2024-01-02 09:58:00,16.1362387253963,1.30692727174628,21.5178150485543,26.4381942374904,Evening,Monday,23.6039914321327,88.2000728013921,35.5038831935735,39.3840139153417,1,Level 2,Casual Driver,75,57.2970064259004,1.63843598792823,64.5960813692594,0.249802130150195,71.6210409570786,0.172389282062377,2.2002576807255
User_34,Tesla Model 3,62,Station_211,Houston,2024-01-02 09:00:00,2024-01-02 12:03:00,60.0670850889563,0.999100188403917,7.65157004698045,18.0343900405054,Afternoon,Monday,22.8814666259389,51.4342786819924,46.3575588605662,13.991597483207,1,Level 2,Casual Driver,75,57.8389000305458,0.300237476378244,28.5528120560534,2.10371871502658,71.6210409570786,0.839434641315301,0.771763084423241
User_35,Chevy Bolt,75,Station_402,Houston,2024-01-02 10:00:00,2024-01-02 13:32:00,57.7243794610115,1.87358159703978,4.48564710517362,35.503000170253,Afternoon,Friday,41.8724796424058,79.6479727748644,157.614654008066,28.4298073765673,1.80917286750187,DC Fast Charger,Long-Distance Traveler,75,43.5956402681957,0.615043427088421,37.7754931324586,1.52809069251863,73.3773288758577,0.419879588309491,2.73046943907857
User_36,Hyundai Kona,75,Station_390,New York,2024-01-02 11:00:00,2024-01-02 14:16:00,37.3745160607838,2.89167698448075,18.8658019609238,29.8662499258758,Evening,Tuesday,24.4922085843977,73.3801757259222,76.203539218638,59.931973865971,4,Level 1,Commuter,75,56.6308435617017,0.799107334990053,48.8879671415246,0.764493151302226,72.5478832921605,0.178156246407766,2.03891708175445
User_38,Hyundai Kona,75,Station_97,New York,2024-01-02 13:00:00,2024-01-02 13:43:00,73.3866195227557,1.04045230518997,38.4508319008779,15.8827039838235,Night,Wednesday,49.2753875282367,94.5970819041781,42.0957439440022,33.9295703727136,6,DC Fast Charger,Long-Distance Traveler,75,38.0434593538225,0.216425066137549,45.3216943759415,1.61923821545631,73.3773288758577,0.961242153714866,0.5736160654048
User_40,Nissan Leaf,100,Station_23,Houston,2024-01-02 15:00:00,2024-01-02 16:50:00,68.1778500363741,3.24244605824849,23.3116190829526,8.49857193683502,Morning,Thursday,17.0404200244561,56.0786510080371,130.376013762084,-3.19145536564636,2,Level 2,Long-Distance Traveler,75,62.2196849816579,0.124652976476977,39.038230983581,1.746437999843,71.6210409570786,0.293582330123107,1.91229282959973
User_42,Tesla Model 3,100,Station_461,Houston,2024-01-02 17:00:00,2024-01-02 18:15:00,39.3987423560807,2.3977153605176,20.4603648689502,26.6197177488136,Morning,Saturday,28.2522982607263,96.287092238838,111.016539501644,19.7810838915386,2.94166323508051,Level 2,Commuter,75,53.8107763044553,0.675648920674371,68.0347939781117,0.579096959840228,71.6210409570786,0.229426777225498,2.81776861043662
User_43,BMW i3,85,Station_391,Houston,2024-01-02 18:00:00,2024-01-02 20:53:00,12.0493197062452,1.37388135793179,29.46894435778,32.042098599045,Night,Saturday,36.636852158025,66.9761043236927,83.2452214256388,39.4161309243733,4,Level 1,Commuter,75,47.5223608814813,2.65924544955327,30.3392521656678,0.397152825008663,72.5478832921605,0.120889491659749,6.90870716813106
User_44,Nissan Leaf,48.7964826397352,Station_335,San Francisco,2024-01-02 19:00:00,2024-01-02 19:45:00,77.0536063752363,3.03020268523027,8.38803953813645,6.36462969363799,Afternoon,Friday,15.1441224713028,84.3423268685863,144.013981192622,22.0694708005638,1,DC Fast Charger,Casual Driver,75,63.6419081465229,0.0826000234517703,69.1982043972836,1.11352031525057,73.3773288758577,0.346544805195327,1.86901026398818
User_45,Nissan Leaf,75,Station_44,Los Angeles,2024-01-02 20:00:00,2024-01-02 22:29:00,16.8580550870983,3.29605658914409,5.11461336635483,30.037968888365,Morning,Wednesday,15.2209389650127,132.952010549596,49.3842663642224,32.0145765399424,3.6800528559548,Level 2,Long-Distance Traveler,75,63.5842957762405,1.78181698500639,117.731071584583,0.143191214181608,71.6210409570786,0.0714121618173623,2.92941659693691
User_46,Tesla Model 3,62,Station_27,Los Angeles,2024-01-02 21:00:00,2024-01-02 22:53:00,46.807195944824,3.8779924525819,16.9183319837312,10.608875787752,Evening,Saturday,49.2987655065508,90.9706752269998,210.17109719106,-0.0390790306437483,1,DC Fast Charger,Commuter,75,38.0259258700869,0.226650530406856,41.671909720449,1.1232313627771,73.3773288758577,0.164491615940139,4.49014500759261
User_47,Nissan Leaf,75,Station_282,San Francisco,2024-01-02 22:00:00,2024-01-03 01:06:00,67.4754661400815,2.1051170788532,49.6007996484769,19.0307002127209,Night,Sunday,63.0359418743689,81.7509535035937,97.4539049287794,3.19412464249623,5,Level 1,Commuter,75,27.7230435942233,0.282038810568755,18.7150116292248,3.60541940752597,72.5478832921605,0.441819513483524,1.44428650150355
User_48,Hyundai Kona,62,Station_97,Chicago,2024-01-02 23:00:00,2024-01-02 23:37:00,30.7109340271038,1.63366860797121,6.35266144526304,18.1318317118758,Morning,Wednesday,76.1200533584583,76.6824309058844,18.9345154884508,27.8951767792009,0,Level 2,Commuter,75,17.9099599811563,0.590403134462585,0.56237754742611,54.6091040932585,71.6210409570786,0.26247529489573,0.616539877026865
User_49,Nissan Leaf,85,Station_463,Los Angeles,2024-01-03 00:00:00,2024-01-03 01:57:00,24.6690269930539,1.74343526320067,14.1496661870688,13.1128736659584,Night,Monday,77.8094228183098,87.9481144809319,212.940341808267,-4.44667067032088,1,Level 1,Casual Driver,75,16.6429328862676,0.531552122815814,10.1386916626221,2.43315684251453,72.5478832921605,0.195038994178316,8.63189058361422
User_50,BMW i3,100,Station_36,New York,2024-01-03 01:00:00,2024-01-03 03:40:00,8.71319057594461,2.20954282349725,49.2753455894196,9.64410141390461,Afternoon,Saturday,27.1961960125537,86.8939176402994,170.475054122702,5.37807958403098,6,Level 2,Long-Distance Traveler,75,54.6028529905848,1.10683926052646,59.6977216277458,0.145955161074271,71.6210409570786,0.0550597406146082,19.5651699152948
User_51,BMW i3,85,Station_109,San Francisco,2024-01-03 02:00:00,2024-01-03 02:48:00,9.06588081544948,0.512378182961286,40.1780019914575,24.5018933100789,Morning,Tuesday,13.8738581133815,93.6284230625927,226.219363164709,30.6919838018076,2.6163324827383,DC Fast Charger,Casual Driver,75,64.5946064149639,2.70264895478489,79.7545649492111,0.113672249622611,73.3773288758577,0.241133459986168,24.9528278354598
User_53,BMW i3,50,Station_192,Chicago,2024-01-03 04:00:00,2024-01-03 05:35:00,65.9862491272861,3.31380235771618,46.2784433131594,18.8496104053972,Morning,Wednesday,17.3896671420717,73.4380396237612,234.996661572948,-7.71942591107403,0,Level 2,Long-Distance Traveler,75,61.9577496434462,0.285659673866849,56.0483724816895,1.17730892451593,71.6210409570786,0.278026511762774,3.56129746244017
User_55,Chevy Bolt,100,Station_185,Houston,2024-01-03 06:00:00,2024-01-03 07:55:00,17.7694364094077,3.31407976331696,34.4582419372599,9.79849813795915,Evening,Thursday,27.6974924861965,70.5102672486311,166.311462999468,19.7033591793595,4,DC Fast Charger,Casual Driver,75,54.2268806353526,0.551424249604873,42.8127747624346,0.415049865560202,73.3773288758577,0.0730716305518274,9.35941124792327
User_56,Tesla Model 3,76.876100375993,Station_69,New York,2024-01-03 07:00:00,2024-01-03 09:33:00,50.2689340743654,1.67835841988792,36.3033723483447,38.9419399625693,Evening,Saturday,13.488270686897,82.6952118584771,133.992093643199,3.04282934104162,0,DC Fast Charger,Casual Driver,75,64.8837969848272,0.77467208484987,69.2069411715801,0.726356825245852,73.3773288758577,0.408181264202563,2.66550497062415
User_58,Nissan Leaf,62,Station_130,Houston,2024-01-03 09:00:00,2024-01-03 12:59:00,77.8637267603104,0.917902247267098,47.1540098035079,28.303191116127,Afternoon,Saturday,56.9174217632438,57.4656822503444,129.389411109068,38.466779446022,3,DC Fast Charger,Casual Driver,75,32.3119336775672,0.363496486666421,0.548260487100642,142.019584836537,73.3773288758577,1.15605063062272,1.66174182116109
User_60,Nissan Leaf,100,Station_378,Houston,2024-01-03 11:00:00,2024-01-03 12:15:00,71.280004162354,2.41375493689899,40.6163992301317,6.74472881222646,Evening,Wednesday,26.1565979508552,89.9245885276527,140.465213171151,33.0577308063294,5,Level 2,Casual Driver,75,55.3825515368586,0.0946230137257573,63.7679905767975,1.11780226282197,71.6210409570786,0.412319535992593,1.97061174198607
User_61,Nissan Leaf,62,Station_97,Houston,2024-01-03 12:00:00,2024-01-03 14:22:00,21.8276881773865,2.0821000071264,26.5071232215253,36.0680414961797,Evening,Tuesday,33.2559850917536,51.5011322672344,48.0443871562232,38.6564439572821,7,Level 1,Casual Driver,75,50.0580111811848,1.65239860506832,18.2451471754807,1.19635582916647,72.5478832921605,0.144504512654157,2.20107538488649
User_63,Hyundai Kona,119.5,Station_87,Houston,2024-01-03 14:00:00,2024-01-03 16:50:00,46.1951370011332,0.650507579056002,47.8775235576053,30.8641808578488,Afternoon,Sunday,53.0051853266171,59.9016462731114,25.0272572556942,6.17125670947679,1,Level 2,Commuter,75,35.2461110050372,0.668126189496778,6.89646094649429,6.69838303436138,71.6210409570786,0.991524088702134,0.541772551839824
User_65,Nissan Leaf,50,Station_119,Los Angeles,2024-01-03 16:00:00,2024-01-03 18:42:00,76.933421899722,2.12342020032518,34.1768555027566,34.2283019045474,Night,Friday,27.1746153338806,92.1446336973448,295.893722074589,7.94168809172326,2.59185132751375,DC Fast Charger,Casual Driver,75,54.6190384995896,0.44490809142952,64.9700183634643,1.1841372965193,73.3773288758577,0.49376148089848,3.84610114522488
User_66,BMW i3,62,Station_208,Houston,2024-01-03 17:00:00,2024-01-03 18:46:00,59.2546016641196,1.27962069595796,46.3063795789578,12.2204383035667,Night,Thursday,77.0369739868868,91.8292748714597,167.297572773094,35.271450686257,7,Level 2,Long-Distance Traveler,75,17.2222695098349,0.206236105894988,14.7923008845729,4.00577314688866,71.6210409570786,0.646547145366241,2.82336844860435
User_67,Nissan Leaf,100,Station_334,San Francisco,2024-01-03 18:00:00,2024-01-03 21:04:00,37.0629277785025,1.60909943260295,15.2300625876721,37.8753345765936,Morning,Wednesday,7.52044472697981,67.7978726501249,98.1459810195709,16.483705935042,2,Level 2,Long-Distance Traveler,75,69.3596664547651,1.02191966060928,60.2774279231451,0.614872416682385,71.6210409570786,0.321600127892736,2.64809033992448
User_68,Nissan Leaf,85,Station_413,Los Angeles,2024-01-03 19:00:00,2024-01-03 21:30:00,67.6951617512381,0.857582464834977,32.9750687414217,13.7756192129209,Afternoon,Saturday,22.488399810992,86.7776661141652,81.2845003767588,-7.33264830375076,6,DC Fast Charger,Casual Driver,75,58.133700141756,0.203494885846387,64.2892663031732,1.05297766865161,73.3773288758577,1.07577101742657,1.20074312955271
User_69,BMW i3,75,Station_154,Los Angeles,2024-01-03 20:00:00,2024-01-03 22:37:00,16.4140169325366,1.70297482247466,9.63843781829066,21.6677866438732,Morning,Sunday,36.9502836111098,77.1361649352488,188.471489818313,18.538710818002,7,Level 1,Casual Driver,75,47.2872872916677,1.32007824367004,40.1858813241391,0.408452331806319,72.5478832921605,0.132856223791883,11.4823501518824
User_72,Hyundai Kona,75,Station_67,Houston,2024-01-03 23:00:00,2024-01-04 00:36:00,61.1304758303778,0.947277208902377,23.2818049604831,37.1489817284716,Evening,Saturday,34.8990437491788,92.355661174546,58.8553155178703,7.66264970899533,1,DC Fast Charger,Long-Distance Traveler,75,48.8257171881159,0.607699862038551,57.4566174253672,1.06394143215588,73.3773288758577,0.879465463691702,0.962781897546151
User_73,Hyundai Kona,85,Station_343,Chicago,2024-01-04 00:00:00,2024-01-04 02:24:00,22.8820384215113,1.56947071357501,29.9892225021945,10.709582024362,Evening,Thursday,15.6744854696807,96.5977024176758,98.474027092787,19.2131644867677,3,DC Fast Charger,Commuter,75,63.2441358977394,0.468034439374684,80.923216947995,0.282762342928313,73.3773288758577,0.198691640747337,4.30355133921164
User_74,Nissan Leaf,59.8327265122427,Station_413,Los Angeles,2024-01-04 01:00:00,2024-01-04 02:32:00,12.8948871860319,0.581504778049037,40.884098898229,15.1973341653536,Night,Friday,31.5491822038839,97.4625409817399,183.171281149343,28.6376043229146,2,Level 1,Long-Distance Traveler,75,51.3381133470871,1.17855503085097,65.913358777856,0.195633896149805,72.5478832921605,0.305660636920877,14.2049541424263
User_75,Hyundai Kona,85,Station_34,Houston,2024-01-04 02:00:00,2024-01-04 04:22:00,69.1691670556673,2.28524216132748,5.55735850932809,20.7664644080264,Afternoon,Wednesday,41.0890448714433,74.3995185287781,276.574819155862,20.0143244662842,4,Level 1,Casual Driver,75,44.1832163464176,0.300227186360558,33.3104736573348,2.07649905453796,72.5478832921605,0.417210828951025,3.99852753660131
User_76,Nissan Leaf,50,Station_97,Los Angeles,2024-01-04 03:00:00,2024-01-04 05:03:00,33.6903490337151,3.52069037590582,9.56924507314763,24.7907232332069,Night,Saturday,51.2814034734104,93.1984628324621,171.896153232361,-5.27572797964604,4,Level 1,Commuter,75,36.5389473949422,0.735840498666192,41.9170593590517,0.80373837165273,72.5478832921605,0.131902471015053,5.1022372329933
User_78,BMW i3,75,Station_169,New York,2024-01-04 05:00:00,2024-01-04 08:40:00,31.2188896838294,3.34099759202292,30.025912671564,17.6048953131502,Afternoon,Monday,39.517616762843,71.2717646355254,242.48556290632,39.8314297712311,3,Level 2,Commuter,75,45.3617874278678,0.563918047420793,31.7541478726825,0.983143676504904,71.6210409570786,0.130466995617074,7.76727056477992
User_79,BMW i3,100,Station_151,Houston,2024-01-04 06:00:00,2024-01-04 09:55:00,30.6516998185986,1.02881866661885,28.5223533354953,39.3220543801292,Evening,Friday,38.1213299928581,81.197210839798,12.1495166780781,-4.93274344317887,1,DC Fast Charger,Casual Driver,75,46.4090025053564,1.28286700616419,43.0758808469399,0.711574533496187,73.3773288758577,0.406025986381621,0.396373341445362
User_80,BMW i3,75,Station_71,Houston,2024-01-04 07:00:00,2024-01-04 07:41:00,59.9864767329939,3.72936539983484,23.4179211500365,15.6830165627443,Afternoon,Wednesday,88.0967684637146,96.1305685919979,281.763740323611,15.0606224485353,0,Level 1,Commuter,75,8.92742365221403,0.261442535332605,8.03380012828328,7.46676240074848,72.5478832921605,0.221714283094713,4.69712101242037
User_81,Hyundai Kona,48.0506947257829,Station_3,Los Angeles,2024-01-04 08:00:00,2024-01-04 11:05:00,51.6737477936414,0.691755364237198,46.5956784148208,18.0118117789312,Afternoon,Saturday,55.0721740778422,62.9357801094169,222.274666689346,2.55424380305173,7,Level 2,Casual Driver,75,33.6958694416183,0.348567939195377,7.86360603157473,6.57125339013118,71.6210409570786,1.04298196017381,4.30150078482788
User_83,Hyundai Kona,85,Station_32,Chicago,2024-01-04 10:00:00,2024-01-04 13:20:00,41.6078335326033,0.807068745419446,51.5542619742747,29.5329328656213,Afternoon,Tuesday,54.9976490822942,97.2616162434792,94.645250164602,17.7373877896039,3,Level 1,Commuter,75,33.7517631882794,0.709792612549263,42.263967161185,0.984475342173173,72.5478832921605,0.710623930496475,2.27469786645919
User_84,Hyundai Kona,62,Station_287,San Francisco,2024-01-04 11:00:00,2024-01-04 13:54:00,32.8329568324654,3.40863834487495,44.4923661396621,39.6748233846668,Night,Wednesday,26.6547220480499,63.7106269185339,279.89827204754,5.803389498206,1,Level 2,Casual Driver,75,55.0089584639626,1.20838411194925,37.0559048704839,0.886038458572841,71.6210409570786,0.134489519394426,8.52491822395889
User_85,Tesla Model 3,50,Station_82,Houston,2024-01-04 12:00:00,2024-01-04 13:09:00,57.924450040546,1.26111729256986,12.5381619068754,19.8173229083924,Morning,Friday,49.8720340529615,54.2614330212469,64.1354548367649,1.82544968719761,1,Level 1,Casual Driver,75,37.5959744602789,0.342123626456888,4.38939896828539,13.196442259878,72.5478832921605,0.633113672661746,1.10722596057229
User_86,Tesla Model 3,100,Station_43,Chicago,2024-01-04 13:00:00,2024-01-04 16:26:00,21.6561641156742,1.89442688757411,32.9545108151997,18.0255099868342,Afternoon,Wednesday,78.4346282642462,97.7254403635819,170.557725371422,10.4015114334722,3,Level 1,Casual Driver,75,16.1740288018153,0.832350082431621,19.2908120993357,1.12261547124914,72.5478832921605,0.157571960772639,7.87571263592228
User_87,Tesla Model 3,62,Station_391,San Francisco,2024-01-04 14:00:00,2024-01-04 15:54:00,41.0105817454711,3.3669557754635,45.3201095976954,18.0665217348761,Afternoon,Wednesday,73.6228368390412,83.0542733584494,103.788306140312,-4.57224934401691,3,Level 2,Commuter,75,19.7828723707191,0.440533173779501,9.43143651940819,4.34828582698709,71.6210409570786,0.170066153473639,2.53076893140569
User_90,Chevy Bolt,75,Station_61,San Francisco,2024-01-04 17:00:00,2024-01-04 18:53:00,27.8431524716426,2.54313966074075,17.0046438469785,12.2783319174234,Night,Tuesday,47.992183346477,85.8651868852522,79.354979042724,7.51686165340664,7,Level 2,Casual Driver,75,39.0058624901422,0.440982102508991,37.8730035387752,0.73517149077274,71.6210409570786,0.152864825871533,2.85007163335921
User_91,Chevy Bolt,50,Station_270,San Francisco,2024-01-04 18:00:00,2024-01-04 21:41:00,28.4407739177542,1.07965865457571,42.425126833184,13.7798041755468,Night,Friday,13.6672408035044,96.3460346157945,398.364774743651,27.8131355493807,0,Level 2,Long-Distance Traveler,75,64.7495693973717,0.48450876250399,82.6787938122901,0.343991156696416,71.6210409570786,0.367802189947604,14.0068190793842
